id,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
i10355,Entire home/apt,89,2,49,9/3/2023,4.18,1,136,49,
i10356,Entire home/apt,60,1,9,1/20/2023,1.01,1,0,9,
i10357,Entire home/apt,311,1,8,8/26/2023,0.72,4,154,8,
i10358,Entire home/apt,1008,28,1,2/27/2023,0.15,1,173,1,
i10359,Entire home/apt,172,2,32,6/26/2023,2.76,8,0,32,
i10360,Entire home/apt,134,2,40,8/29/2023,3.33,13,39,40,
i10361,Entire home/apt,505,1,1,7/30/2023,0.7,2,156,1,
i10362,Entire home/apt,109,3,31,9/4/2023,2.55,1,130,31,
i10363,Entire home/apt,90,1,53,9/1/2023,4.45,25,344,53,
i10364,Entire home/apt,135,2,47,8/13/2023,4.04,1,3,47,
i10365,Entire home/apt,148,3,21,8/20/2023,1.72,2,351,21,
i10366,Entire home/apt,1000,2,0,,,1,365,0,
i10367,Entire home/apt,157,1,21,8/25/2023,1.74,1,228,21,
i10368,Entire home/apt,102,1,67,7/30/2023,5.49,17,79,67,
i10369,Entire home/apt,350,3,1,3/18/2023,0.17,1,0,1,
i10370,Entire home/apt,76,1,30,9/4/2023,2.45,77,350,29,
i10371,Entire home/apt,230,7,1,11/28/2022,0.1,5,21,1,
i10372,Private room,61,2,14,9/4/2023,2.28,1,70,14,
i10373,Entire home/apt,311,2,31,8/13/2023,2.76,1,131,31,
i10374,Entire home/apt,107,2,8,7/30/2023,0.7,1,0,8,
i10375,Entire home/apt,791,2,32,8/27/2023,2.79,11,172,32,
i10376,Private room,50,1,75,9/6/2023,6.18,1,136,75,
i10377,Private room,94,1,9,3/18/2023,0.82,1,0,9,
i10378,Entire home/apt,90,30,3,3/29/2023,0.29,1,128,3,
i10379,Entire home/apt,198,30,1,7/3/2023,0.43,2,271,1,
i10380,Entire home/apt,164,1,29,8/12/2023,2.43,1,156,29,
i10381,Entire home/apt,112,2,29,8/12/2023,2.43,13,99,29,
i10382,Entire home/apt,110,124,0,,,24,365,0,
i10383,Entire home/apt,409,1,40,8/16/2023,3.24,32,268,39,
i10384,Entire home/apt,106,5,2,3/26/2023,0.25,4,64,2,
i10385,Entire home/apt,511,2,45,9/5/2023,3.78,5,242,45,
i10386,Entire home/apt,255,31,0,,,136,104,0,
i10387,Entire home/apt,105,1,86,9/4/2023,7.05,16,334,86,
i10388,Entire home/apt,251,30,0,,,3,160,0,
i10389,Entire home/apt,191,1,2,10/28/2022,0.18,27,0,2,
i10390,Entire home/apt,91,1,78,9/2/2023,6.48,25,347,78,
i10391,Entire home/apt,126,2,20,5/28/2023,1.64,1,0,20,
i10392,Entire home/apt,214,2,13,7/16/2023,1.19,2,330,13,
i10393,Entire home/apt,123,1,39,9/3/2023,3.21,1,343,39,
i10394,Entire home/apt,163,1,12,5/21/2023,1.11,1,68,12,
i10395,Entire home/apt,115,3,0,,,1,307,0,
i10396,Entire home/apt,157,1,15,11/25/2022,1.22,1,0,14,
i10397,Entire home/apt,825,3,8,6/4/2023,0.79,31,303,8,
i10398,Entire home/apt,500,2,1,10/16/2022,0.09,1,362,1,
i10399,Entire home/apt,49,1,38,9/8/2023,3.18,4,311,38,
i10400,Entire home/apt,1089,3,9,8/21/2023,2.14,1,24,9,
i10401,Entire home/apt,266,31,0,,,136,0,0,
i10402,Private room,55,1,6,5/20/2023,1.21,1,356,6,
i10403,Entire home/apt,199,1,27,7/30/2023,2.31,20,344,27,
i10404,Private room,179,1,6,7/13/2023,0.56,2,364,6,
i10405,Entire home/apt,500,30,3,4/1/2023,0.31,1,132,3,
i10406,Entire home/apt,147,2,48,8/29/2023,3.95,1,352,48,
i10407,Entire home/apt,108,28,1,8/31/2023,1,1,116,1,
i10408,Entire home/apt,84,1,41,9/2/2023,3.49,77,357,41,
i10409,Private room,55,1,2,9/12/2022,0.16,1,0,1,
i10410,Entire home/apt,140,1,11,6/24/2023,1.61,4,19,11,
i10411,Entire home/apt,295,1,8,5/9/2023,0.67,1,138,8,
i10412,Entire home/apt,222,1,75,7/19/2023,6.15,2,163,75,
i10413,Entire home/apt,188,2,23,7/16/2023,2.01,5,192,23,
i10414,Entire home/apt,133,1,19,1/15/2023,1.65,1,0,19,
i10415,Entire home/apt,87,29,6,7/31/2023,0.62,1,0,6,
i10416,Private room,83,1,56,9/3/2023,5.33,1,154,56,
i10417,Entire home/apt,132,2,7,7/31/2023,0.88,1,103,7,
i10418,Entire home/apt,250,28,13,6/3/2023,1.07,1,0,13,
i10419,Entire home/apt,1140,1,7,7/23/2023,0.73,78,300,7,
i10420,Entire home/apt,200,3,8,3/15/2023,0.68,1,100,8,
i10421,Entire home/apt,97,1,2,7/10/2023,0.34,1,243,2,
i10422,Entire home/apt,142,3,10,4/30/2023,0.93,1,0,10,
i10423,Entire home/apt,275,1,4,2/8/2023,0.37,2,0,4,
i10424,Entire home/apt,520,2,16,8/21/2023,1.48,2,171,16,
i10425,Entire home/apt,168,2,41,8/29/2023,3.75,1,138,41,
i10426,Entire home/apt,995,3,1,10/23/2022,0.09,1,114,1,
i10427,Entire home/apt,150,2,33,8/20/2023,2.82,9,75,33,
i10428,Private room,100,30,0,,,1,358,0,
i10429,Entire home/apt,282,3,17,9/4/2023,1.51,1,183,17,
i10430,Entire home/apt,197,1,19,8/17/2023,1.73,1,317,19,
i10431,Entire home/apt,108,2,12,7/3/2023,1.12,1,54,12,
i10432,Entire home/apt,589,7,8,7/22/2023,0.68,22,327,8,
i10433,Entire home/apt,99,1,70,8/21/2023,5.83,16,341,70,
i10434,Entire home/apt,206,2,9,8/20/2023,0.82,14,162,9,
i10435,Entire home/apt,182,3,7,5/27/2023,0.63,1,27,7,
i10436,Entire home/apt,234,2,24,8/20/2023,3.13,1,132,24,
i10437,Entire home/apt,103,31,0,,,136,336,0,
i10438,Entire home/apt,1200,5,0,,,1,180,0,
i10439,Entire home/apt,77,14,3,9/4/2023,0.36,1,342,3,
i10440,Entire home/apt,181,1,29,8/25/2023,2.38,4,361,29,
i10441,Entire home/apt,96,1,29,8/21/2023,2.48,3,55,29,
i10442,Entire home/apt,187,2,8,5/29/2023,0.73,1,2,8,
i10443,Entire home/apt,450,2,10,6/25/2023,0.96,4,144,10,
i10444,Entire home/apt,152,3,13,4/13/2023,1.2,2,34,13,
i10445,Entire home/apt,142,2,2,7/18/2023,0.2,2,78,2,
i10446,Entire home/apt,104,30,0,,,112,364,0,
i10447,Entire home/apt,109,30,1,11/9/2022,0.1,112,364,1,
i10448,Entire home/apt,170,3,5,8/27/2023,0.59,1,24,5,
i10449,Private room,145,1,2,10/22/2022,0.18,1,221,2,
i10450,Entire home/apt,102,1,65,9/4/2023,5.67,3,196,65,
i10451,Entire home/apt,97,1,41,8/17/2023,3.44,4,342,41,
i10452,Entire home/apt,107,1,71,9/6/2023,5.9,21,335,71,
i10453,Entire home/apt,164,1,21,8/24/2023,1.77,17,3,21,
i10454,Entire home/apt,190,2,22,9/3/2023,2.17,1,363,22,
i10455,Private room,30,15,4,8/28/2023,0.8,2,85,4,
i10456,Entire home/apt,142,2,16,7/26/2023,1.61,1,14,16,
i10457,Entire home/apt,76,1,76,9/9/2023,6.44,14,339,76,
i10458,Entire home/apt,169,2,24,6/27/2023,2.18,2,2,24,
i10459,Entire home/apt,121,30,2,6/30/2023,0.19,1,72,2,
i10460,Entire home/apt,83,2,15,5/31/2023,1.28,3,83,15,
i10461,Private room,356,1,0,,,61,350,0,
i10462,Private room,356,1,5,6/22/2021,0.09,61,350,0,
i10463,Private room,356,1,2,5/31/2021,0.07,61,350,0,
i10464,Private room,356,1,0,,,61,343,0,
i10465,Private room,356,1,0,,,61,351,0,
i10466,Private room,712,1,0,,,61,0,0,
i10467,Private room,445,1,0,,,61,335,0,
i10468,Private room,356,1,0,,,61,350,0,
i10469,Private room,356,1,5,3/18/2022,0.09,61,348,0,
i10470,Private room,445,1,0,,,61,335,0,
i10471,Private room,445,1,2,9/8/2019,0.04,61,335,0,
i10472,Private room,356,1,3,6/12/2021,0.06,61,350,0,
i10473,Private room,481,1,0,,,61,336,0,
i10474,Private room,481,1,0,,,61,336,0,
i10475,Private room,445,1,0,,,61,335,0,
i10476,Private room,712,1,0,,,61,0,0,
i10477,Private room,712,1,0,,,61,0,0,
i10478,Private room,712,1,0,,,61,0,0,
i10479,Private room,712,1,0,,,61,0,0,
i10480,Private room,712,1,0,,,61,0,0,
i10481,Private room,712,1,0,,,61,0,0,
i10482,Private room,712,1,1,4/6/2021,0.03,61,0,0,
i10483,Private room,356,1,0,,,61,350,0,
i10484,Private room,356,1,0,,,61,350,0,
i10485,Private room,356,1,0,,,61,341,0,
i10486,Private room,712,1,0,,,61,0,0,
i10487,Private room,712,1,0,,,61,0,0,
i10488,Private room,445,1,0,,,61,336,0,
i10489,Private room,445,1,0,,,61,335,0,
i10490,Private room,712,1,0,,,61,0,0,
i10491,Private room,445,1,0,,,61,336,0,
i10492,Private room,445,1,1,3/17/2022,0.06,61,335,0,
i10493,Private room,356,1,5,6/7/2021,0.13,61,350,0,
i10494,Private room,356,1,0,,,61,351,0,
i10495,Private room,445,1,0,,,61,336,0,
i10496,Entire home/apt,121,1,49,6/11/2023,4.15,1,0,49,
i10497,Entire home/apt,195,2,3,4/23/2023,0.29,1,345,3,
i10498,Entire home/apt,807,2,7,7/30/2023,0.63,1,243,7,
i10499,Entire home/apt,492,2,9,7/23/2023,0.77,45,194,9,
i10500,Entire home/apt,155,1,68,8/10/2023,5.83,2,155,68,
i10501,Private room,44,1,65,9/5/2023,5.8,1,76,65,
i10502,Entire home/apt,135,3,14,9/3/2023,1.28,1,60,14,
i10503,Entire home/apt,350,1,3,4/2/2023,0.28,1,352,3,
i10504,Entire home/apt,650,30,0,,,1,363,0,
i10505,Entire home/apt,207,1,6,7/30/2023,0.6,9,170,6,
i10506,Entire home/apt,76,30,0,,,22,261,0,
i10507,Entire home/apt,79,1,45,8/27/2023,3.86,2,269,45,
i10508,Private room,54,31,0,,,3,0,0,
i10509,Entire home/apt,509,1,53,9/7/2023,4.53,5,152,53,
i10510,Entire home/apt,407,2,20,9/4/2023,1.86,1,142,20,
i10511,Entire home/apt,123,2,16,8/6/2023,1.45,1,127,16,
i10512,Entire home/apt,717,2,8,8/28/2023,0.79,31,327,8,
i10513,Entire home/apt,116,1,114,9/7/2023,10.4,1,123,114,
i10514,Private room,56,1,9,8/27/2023,1.33,1,71,9,
i10515,Private room,250,1,2,10/16/2022,0.18,1,0,2,
i10516,Entire home/apt,724,3,10,4/25/2023,1.01,19,0,10,
i10517,Entire home/apt,50,1,29,8/20/2023,2.44,4,270,29,
i10518,Entire home/apt,49,1,36,8/19/2023,3.12,4,270,36,
i10519,Entire home/apt,173,2,7,4/17/2023,0.64,1,245,7,
i10520,Entire home/apt,156,1,5,8/20/2023,0.43,1,38,5,
i10521,Entire home/apt,1750,3,0,,,2,0,0,
i10522,Entire home/apt,162,2,25,8/28/2023,2.18,1,217,25,
i10523,Entire home/apt,127,30,0,,,45,364,0,
i10524,Entire home/apt,272,2,19,6/14/2023,1.76,1,330,19,
i10525,Private room,87,1,20,5/29/2023,1.71,1,4,20,
i10526,Entire home/apt,125,2,22,8/31/2023,2.05,1,38,22,
i10527,Entire home/apt,671,4,9,8/3/2023,0.88,1,330,9,
i10528,Entire home/apt,60,4,13,8/29/2023,2.1,1,75,13,
i10529,Entire home/apt,74,3,6,2/26/2023,0.52,2,16,6,
i10530,Entire home/apt,175,30,0,,,112,364,0,
i10531,Entire home/apt,198,2,71,9/4/2023,5.98,1,163,71,
i10532,Entire home/apt,375,2,0,,,1,3,0,
i10533,Entire home/apt,800,5,2,10/24/2022,0.18,1,31,2,
i10534,Private room,712,1,0,,,61,0,0,
i10535,Private room,356,1,0,,,61,350,0,
i10536,Private room,356,1,0,,,61,348,0,
i10537,Private room,356,1,0,,,61,350,0,
i10538,Private room,445,1,0,,,61,335,0,
i10539,Private room,481,1,0,,,61,336,0,
i10540,Private room,445,1,0,,,61,335,0,
i10541,Private room,356,1,0,,,61,350,0,
i10542,Private room,356,1,0,,,61,350,0,
i10543,Private room,445,1,0,,,61,335,0,
i10544,Private room,445,1,0,,,61,336,0,
i10545,Private room,445,1,0,,,61,336,0,
i10546,Private room,445,1,0,,,61,332,0,
i10547,Private room,445,1,0,,,61,336,0,
i10548,Private room,445,1,0,,,61,335,0,
i10549,Private room,445,1,0,,,61,336,0,
i10550,Private room,445,1,0,,,61,336,0,
i10551,Private room,712,1,10,1/20/2020,0.19,61,0,0,
i10552,Private room,445,1,2,9/2/2019,0.04,61,335,0,
i10553,Private room,712,1,4,8/1/2021,0.08,61,0,0,
i10554,Private room,445,1,0,,,61,335,0,
i10555,Private room,445,1,1,10/25/2021,0.04,61,335,0,
i10556,Private room,356,1,0,,,61,350,0,
i10557,Private room,356,1,0,,,61,350,0,
i10558,Private room,445,1,0,,,61,335,0,
i10559,Private room,445,1,0,,,61,336,0,
i10560,Entire home/apt,272,1,14,8/27/2023,1.22,30,364,14,
i10561,Entire home/apt,120,2,35,8/22/2023,2.99,7,143,35,
i10562,Entire home/apt,240,1,4,11/14/2022,0.37,1,361,4,
i10563,Entire home/apt,169,2,3,9/3/2023,0.92,4,60,3,
i10564,Private room,120,1,0,,,1,261,0,
i10565,Entire home/apt,122,30,0,,,10,314,0,
i10566,Entire home/apt,199,1,0,,,1,67,0,
i10567,Entire home/apt,78,90,0,,,24,365,0,
i10568,Entire home/apt,308,1,36,9/3/2023,3.14,9,82,36,
i10569,Private room,50,1,18,7/4/2023,1.51,1,0,18,
i10570,Entire home/apt,95,2,42,9/5/2023,3.83,2,69,42,
i10571,Entire home/apt,1304,1,2,6/9/2023,0.17,78,350,2,
i10572,Entire home/apt,331,2,4,11/20/2022,0.35,1,0,4,
i10573,Entire home/apt,136,3,19,5/20/2023,1.63,1,22,19,
i10574,Entire home/apt,121,90,0,,,24,365,0,
i10575,Entire home/apt,350,21,0,,,1,358,0,
i10576,Entire home/apt,275,28,2,5/21/2023,0.19,1,0,2,
i10577,Entire home/apt,117,2,27,9/8/2023,2.31,1,29,27,
i10578,Entire home/apt,250,2,4,3/12/2023,0.43,1,112,4,
i10579,Entire home/apt,118,2,4,7/31/2023,0.36,2,3,4,
i10580,Entire home/apt,290,3,24,7/29/2023,2.3,1,43,24,
i10581,Entire home/apt,199,2,8,7/30/2023,0.73,1,42,8,
i10582,Entire home/apt,400,1,2,10/23/2022,0.18,4,0,2,
i10583,Entire home/apt,727,3,1,11/13/2022,0.1,1,4,1,
i10584,Entire home/apt,219,1,62,9/8/2023,5.52,1,39,62,
i10585,Entire home/apt,123,1,25,9/4/2023,2.14,1,67,25,
i10586,Entire home/apt,173,2,59,7/20/2023,5,4,52,59,
i10587,Entire home/apt,120,2,39,9/4/2023,3.33,1,288,39,
i10588,Entire home/apt,164,31,0,,,136,274,0,
i10589,Entire home/apt,284,31,0,,,136,0,0,
i10590,Entire home/apt,300,2,13,9/3/2023,1.18,1,3,13,
i10591,Entire home/apt,800,2,12,8/27/2023,1.19,1,316,12,
i10592,Entire home/apt,143,20,1,6/9/2023,0.32,5,173,1,
i10593,Entire home/apt,619,1,17,9/4/2023,1.58,2,128,17,
i10594,Private room,112,5,3,10/23/2022,0.27,4,89,3,
i10595,Entire home/apt,1000,3,1,10/24/2022,0.09,1,364,1,
i10596,Entire home/apt,172,1,18,8/30/2023,1.59,1,219,18,
i10597,Entire home/apt,300,2,3,7/23/2023,0.28,1,0,3,
i10598,Entire home/apt,525,2,38,9/4/2023,3.25,2,155,38,
i10599,Entire home/apt,114,30,2,6/3/2023,0.21,1,39,2,
i10600,Entire home/apt,80,1,27,8/13/2023,2.3,1,189,27,
i10601,Entire home/apt,299,1,0,,,1,0,0,
i10602,Entire home/apt,202,1,33,9/3/2023,2.88,1,285,33,
i10603,Entire home/apt,138,1,29,9/3/2023,2.53,3,309,29,
i10604,Entire home/apt,80,30,1,8/31/2023,1,2,330,1,
i10605,Entire home/apt,292,3,19,7/18/2023,1.72,1,87,19,
i10606,Entire home/apt,172,1,2,10/23/2022,0.19,2,272,2,
i10607,Entire home/apt,172,1,7,9/3/2023,0.7,2,270,7,
i10608,Entire home/apt,165,30,0,,,1,327,0,
i10609,Entire home/apt,220,25,4,6/9/2023,0.4,1,57,4,
i10610,Entire home/apt,310,3,13,8/13/2023,1.16,2,17,13,
i10611,Entire home/apt,121,1,48,9/4/2023,4.17,1,135,48,
i10612,Entire home/apt,85,3,6,5/10/2023,0.56,5,85,6,
i10613,Entire home/apt,183,2,21,8/21/2023,1.79,1,189,21,
i10614,Entire home/apt,236,2,0,,,15,356,0,
i10615,Entire home/apt,94,2,9,6/25/2023,0.8,15,356,9,
i10616,Entire home/apt,94,2,9,7/9/2023,0.8,15,365,9,
i10617,Entire home/apt,121,31,1,1/8/2023,0.12,136,282,1,
i10618,Entire home/apt,173,31,0,,,136,79,0,
i10619,Entire home/apt,234,31,1,12/8/2022,0.11,136,0,1,
i10620,Entire home/apt,108,3,4,6/5/2023,0.44,1,6,4,
i10621,Entire home/apt,1000,1,0,,,1,90,0,
i10622,Entire home/apt,247,2,43,9/1/2023,3.78,13,275,43,
i10623,Entire home/apt,200,3,1,10/23/2022,0.09,2,10,1,
i10624,Entire home/apt,129,1,2,1/1/2023,0.2,19,259,2,
i10625,Entire home/apt,325,30,2,3/15/2023,0.19,4,256,2,
i10626,Entire home/apt,76,1,86,9/7/2023,7.35,14,341,86,
i10627,Entire home/apt,211,31,0,,,136,0,0,
i10628,Entire home/apt,85,30,0,,,5,323,0,
i10629,Entire home/apt,399,30,3,5/3/2023,0.3,4,344,3,
i10630,Entire home/apt,222,1,3,10/22/2022,0.27,2,6,3,
i10631,Entire home/apt,500,2,4,8/3/2023,0.36,1,334,4,
i10632,Private room,39,30,0,,,21,39,0,
i10633,Entire home/apt,109,1,29,9/5/2023,2.49,25,320,29,
i10634,Entire home/apt,400,4,0,,,2,0,0,
i10635,Entire home/apt,650,2,1,3/12/2023,0.16,1,237,1,
i10636,Entire home/apt,895,1,17,8/6/2023,1.48,2,352,17,
i10637,Entire home/apt,332,90,1,3/19/2023,0.17,1,156,1,
i10638,Entire home/apt,236,2,14,8/11/2023,2.26,3,120,14,
i10639,Entire home/apt,142,31,0,,,136,343,0,
i10640,Entire home/apt,238,2,19,8/15/2023,1.76,1,0,19,
i10641,Private room,60,1,30,7/31/2023,2.6,7,334,30,
i10642,Entire home/apt,113,1,32,8/28/2023,2.75,25,327,32,
i10643,Entire home/apt,387,2,20,8/15/2023,1.74,30,362,20,
i10644,Entire home/apt,107,28,0,,,1,246,0,
i10645,Entire home/apt,154,3,13,5/30/2023,1.11,2,38,13,
i10646,Entire home/apt,304,2,5,8/20/2023,1.9,1,227,5,
i10647,Private room,45,2,26,6/20/2023,2.35,31,31,26,
i10648,Entire home/apt,131,2,46,9/7/2023,4.01,1,142,46,
i10649,Private room,154,7,1,9/29/2022,0.09,1,365,1,
i10650,Entire home/apt,107,2,25,9/2/2023,2.42,1,100,25,
i10651,Entire home/apt,1200,2,0,,,1,220,0,
i10652,Entire home/apt,149,3,11,5/7/2023,1,1,302,11,
i10653,Entire home/apt,491,3,8,8/21/2023,0.75,3,312,8,
i10654,Entire home/apt,325,1,7,5/21/2023,0.64,1,258,7,
i10655,Entire home/apt,96,1,30,8/21/2023,2.59,8,337,30,
i10656,Entire home/apt,164,2,15,8/27/2023,1.39,1,157,15,
i10657,Entire home/apt,120,2,40,8/16/2023,3.5,2,344,40,
i10658,Entire home/apt,95,1,2,11/13/2022,0.17,1,351,2,
i10659,Entire home/apt,298,2,4,3/16/2023,0.36,1,4,4,
i10660,Private room,89,1,2,10/24/2022,0.18,1,180,2,
i10661,Entire home/apt,124,1,27,8/27/2023,3.82,2,177,27,
i10662,Entire home/apt,131,1,19,8/27/2023,2.81,2,177,19,
i10663,Private room,75,1,0,,,1,365,0,
i10664,Entire home/apt,899,2,16,8/13/2023,1.4,1,125,16,
i10665,Entire home/apt,275,3,4,4/17/2023,0.37,1,166,4,
i10666,Entire home/apt,220,2,6,3/26/2023,0.52,1,250,6,
i10667,Entire home/apt,130,1,43,9/3/2023,3.9,1,326,43,
i10668,Entire home/apt,179,3,23,8/26/2023,2.14,1,120,23,
i10669,Entire home/apt,223,1,0,,,9,54,0,
i10670,Entire home/apt,108,1,15,8/27/2023,1.34,6,342,15,
i10671,Entire home/apt,290,2,8,3/26/2023,1.03,1,74,8,
i10672,Entire home/apt,428,1,37,8/21/2023,3.45,1,134,37,
i10673,Entire home/apt,86,2,14,7/17/2023,1.3,1,81,14,
i10674,Entire home/apt,120,2,3,4/17/2023,0.28,1,0,3,
i10675,Entire home/apt,318,1,3,2/13/2023,0.28,78,355,3,
i10676,Entire home/apt,347,1,3,2/27/2023,0.29,78,345,3,
i10677,Entire home/apt,975,2,3,5/21/2023,0.27,1,364,3,
i10678,Entire home/apt,262,2,27,8/19/2023,2.46,1,253,27,
i10679,Private room,55,1,4,6/17/2023,0.82,3,0,4,
i10680,Entire home/apt,350,2,3,3/19/2023,0.49,1,9,3,
i10681,Entire home/apt,309,2,3,7/17/2023,0.3,5,205,3,
i10682,Private room,300,2,0,,,1,89,0,
i10683,Entire home/apt,115,1,29,8/19/2023,2.58,1,123,29,
i10684,Entire home/apt,25,31,0,,,4,10,0,
i10685,Entire home/apt,76,1,53,8/12/2023,4.61,77,316,53,
i10686,Entire home/apt,152,1,44,9/6/2023,4.09,18,328,44,
i10687,Entire home/apt,74,1,45,9/5/2023,3.9,77,354,45,
i10688,Entire home/apt,149,1,68,8/13/2023,5.95,18,328,68,
i10689,Entire home/apt,335,2,6,8/27/2023,0.63,27,279,6,
i10690,Entire home/apt,210,1,4,9/4/2023,1.69,1,351,4,
i10691,Private room,75,3,3,4/16/2023,0.28,2,87,3,
i10692,Entire home/apt,129,1,30,9/2/2023,2.65,18,336,30,
i10693,Entire home/apt,126,1,61,9/4/2023,5.35,18,331,61,
i10694,Entire home/apt,223,2,15,8/18/2023,1.4,1,126,15,
i10695,Entire home/apt,280,2,9,5/29/2023,0.82,1,151,9,
i10696,Entire home/apt,700,3,2,5/7/2023,0.41,1,69,2,
i10697,Private room,400,1,0,,,1,0,0,
i10698,Entire home/apt,182,1,2,4/3/2023,0.32,9,56,2,
i10699,Entire home/apt,289,2,3,4/17/2023,0.28,1,0,3,
i10700,Entire home/apt,223,1,49,9/4/2023,4.77,12,295,49,
i10701,Private room,107,1,3,11/17/2022,0.27,2,237,3,
i10702,Entire home/apt,93,2,18,9/4/2023,1.6,1,107,18,
i10703,Entire home/apt,109,1,47,9/8/2023,5.15,18,0,47,
i10704,Entire home/apt,221,1,11,9/4/2023,1.07,9,54,11,
i10705,Entire home/apt,76,1,4,10/28/2022,0.35,8,353,4,
i10706,Entire home/apt,279,2,10,8/6/2023,0.93,2,304,10,
i10707,Private room,690,2,0,,,1,344,0,
i10708,Entire home/apt,246,31,1,3/27/2023,0.18,136,0,1,
i10709,Entire home/apt,236,31,0,,,136,0,0,
i10710,Entire home/apt,108,1,49,9/8/2023,5.51,18,0,49,
i10711,Entire home/apt,194,1,28,9/6/2023,2.65,1,34,28,
i10712,Entire home/apt,200,1,33,4/29/2023,2.99,1,0,33,
i10713,Entire home/apt,60,5,8,5/8/2023,0.73,1,6,8,
i10714,Entire home/apt,212,30,1,11/18/2022,0.1,2,31,1,
i10715,Entire home/apt,140,2,44,9/4/2023,3.92,9,152,44,
i10716,Entire home/apt,300,2,4,3/20/2023,0.37,1,356,4,
i10717,Entire home/apt,238,28,1,10/19/2022,0.09,2,141,1,
i10718,Entire home/apt,190,2,9,5/7/2023,0.82,1,237,9,
i10719,Entire home/apt,163,2,12,9/4/2023,1.14,3,43,12,
i10720,Entire home/apt,450,2,4,3/16/2023,0.36,2,276,4,
i10721,Entire home/apt,149,2,4,7/30/2023,0.36,1,354,4,
i10722,Entire home/apt,307,3,20,9/4/2023,1.78,1,309,20,
i10723,Entire home/apt,250,1,15,8/13/2023,1.34,1,351,15,
i10724,Entire home/apt,69,1,21,5/25/2023,1.88,9,0,21,
i10725,Entire home/apt,173,1,22,9/3/2023,2.19,12,310,22,
i10726,Entire home/apt,146,1,29,9/4/2023,2.64,1,334,29,
i10727,Entire home/apt,919,2,0,,,30,364,0,
i10728,Entire home/apt,193,2,32,8/25/2023,3.04,1,293,32,
i10729,Entire home/apt,1000,3,6,5/8/2023,0.56,3,31,6,
i10730,Entire home/apt,1291,1,0,,,78,72,0,
i10731,Private room,71,3,21,9/6/2023,1.88,2,154,21,
i10732,Entire home/apt,98,2,23,8/27/2023,2.05,9,101,23,
i10733,Entire home/apt,346,3,13,8/21/2023,1.19,1,146,13,
i10734,Entire home/apt,85,30,2,6/9/2023,0.37,5,325,2,
i10735,Entire home/apt,122,1,46,9/3/2023,4.09,2,28,46,
i10736,Entire home/apt,65,1,23,9/4/2023,2.01,3,86,23,
i10737,Entire home/apt,215,1,34,8/26/2023,3.36,12,306,34,
i10738,Entire home/apt,241,1,46,9/6/2023,4.33,12,300,46,
i10739,Entire home/apt,71,2,16,6/18/2023,1.42,7,39,16,
i10740,Entire home/apt,386,2,19,9/4/2023,2.46,2,124,19,
i10741,Entire home/apt,78,28,19,1/15/2023,1.7,3,268,19,
i10742,Entire home/apt,453,1,32,9/4/2023,3.05,2,271,32,
i10743,Entire home/apt,182,1,6,6/20/2023,0.78,9,53,6,
i10744,Entire home/apt,84,2,5,8/21/2023,0.45,1,49,5,
i10745,Entire home/apt,122,1,78,9/5/2023,6.94,2,267,78,
i10746,Entire home/apt,90,2,5,9/4/2023,0.57,2,365,5,
i10747,Entire home/apt,2057,2,2,7/17/2023,0.85,5,112,2,
i10748,Entire home/apt,70,1,8,5/6/2023,0.7,1,239,8,
i10749,Private room,83,1,8,7/31/2023,0.71,1,314,8,
i10750,Entire home/apt,375,28,0,,,1,358,0,
i10751,Entire home/apt,2625,1,0,,,13,0,0,
i10752,Entire home/apt,120,2,12,9/4/2023,1.09,2,68,12,
i10753,Entire home/apt,191,2,22,9/4/2023,3.13,2,176,22,
i10754,Entire home/apt,109,2,37,8/30/2023,3.38,20,100,37,
i10755,Entire home/apt,134,2,23,7/9/2023,2.09,2,107,23,
i10756,Entire home/apt,118,2,44,9/3/2023,3.99,1,158,44,
i10757,Entire home/apt,110,2,30,9/1/2023,2.78,20,66,30,
i10758,Entire home/apt,333,2,7,5/7/2023,0.65,1,331,7,
i10759,Private room,49,1,17,4/22/2023,1.51,2,90,17,
i10760,Private room,62,1,9,9/3/2023,0.8,1,365,9,
i10761,Private room,95,1,2,11/26/2022,0.18,1,8,2,
i10762,Entire home/apt,168,31,0,,,136,342,0,
i10763,Entire home/apt,252,1,0,,,9,36,0,
i10764,Entire home/apt,505,2,17,8/27/2023,1.55,1,235,17,
i10765,Entire home/apt,549,2,0,,,1,365,0,
i10766,Entire home/apt,223,1,2,2/24/2023,0.2,9,52,2,
i10767,Entire home/apt,95,2,5,11/27/2022,0.45,1,0,5,
i10768,Entire home/apt,129,1,48,9/10/2023,4.27,1,340,48,
i10769,Entire home/apt,107,1,20,8/6/2023,1.79,9,362,20,
i10770,Entire home/apt,125,1,12,7/16/2023,1.09,1,78,12,
i10771,Entire home/apt,400,4,0,,,1,0,0,
i10772,Entire home/apt,303,2,7,6/11/2023,0.64,1,173,7,
i10773,Entire home/apt,134,2,31,8/27/2023,2.84,1,46,31,
i10774,Entire home/apt,146,1,10,7/30/2023,0.91,8,33,10,
i10775,Entire home/apt,269,2,6,5/28/2023,0.56,30,364,6,
i10776,Private room,93,2,2,3/12/2023,0.19,4,253,2,
