id,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm
12107,3,4/10/23,0.51,3
12108,13,9/3/23,2.04,13
12109,11,7/29/23,1.74,11
12110,1,3/15/23,0.17,1
12111,10,6/10/23,1.7,10
12112,14,8/13/23,2.06,14
12113,15,9/4/23,4.55,15
12114,0,,,0
12115,13,9/4/23,1.94,13
12116,0,,,0
12117,32,9/2/23,4.49,32
12118,8,8/20/23,3.53,8
12119,0,,,0
12120,31,8/6/23,4.56,31
12121,2,3/4/23,0.28,2
12122,1,3/24/23,0.18,1
12123,9,9/1/23,1.66,9
12124,0,,,0
12125,12,9/3/23,1.99,12
12126,1,5/22/23,0.27,1
12127,9,8/7/23,1.26,9
12128,4,7/24/23,0.74,4
12129,22,9/9/23,3.24,22
12130,6,6/25/23,1.19,6
12131,11,7/4/23,1.63,11
12132,10,9/3/23,1.69,10
12133,0,,,0
12134,3,8/25/23,0.44,3
12135,20,7/14/23,2.9,20
12136,5,8/25/23,0.71,5
12137,6,7/30/23,0.91,6
12138,16,9/8/23,2.4,16
12139,37,9/1/23,5.21,37
12140,13,8/13/23,1.89,13
12141,15,6/29/23,2.53,15
12142,14,9/8/23,2.07,14
12143,4,6/19/23,0.82,4
12144,15,8/28/23,3.04,15
12145,0,,,0
12146,17,8/13/23,2.49,17
12147,21,7/30/23,3.18,21
12148,18,8/2/23,1.03,10
12149,17,7/31/23,0.93,10
12150,11,5/21/23,1.85,11
12151,2,7/30/23,0.36,2
12152,0,,,0
12153,9,6/19/23,1.42,9
12154,48,8/23/23,6.99,48
12155,0,,,0
12156,6,5/29/23,1,6
12157,30,9/1/23,4.46,30
12158,8,8/6/23,1.22,8
12159,7,8/19/23,2,7
12160,0,,,0
12161,6,7/31/23,0.99,6
12162,15,8/6/23,2.18,15
12163,0,,,0
12164,0,,,0
12165,2,5/8/23,0.34,2
12166,9,9/4/23,1.33,9
12167,21,8/25/23,3.44,21
12168,8,9/3/23,1.35,8
12169,25,8/31/23,3.81,25
12170,0,,,0
12171,15,9/4/23,2.18,15
12172,0,,,0
12173,23,9/4/23,3.75,23
12174,6,4/14/23,0.88,6
12175,0,,,0
12176,16,9/4/23,2.53,16
12177,0,,,0
12178,1,4/16/23,0.2,1
12179,7,8/12/23,1.19,7
12180,11,8/6/23,1.74,11
12181,24,8/20/23,3.91,24
12182,4,4/30/23,0.63,4
12183,34,8/26/23,5,34
12184,5,5/2/23,0.83,5
12185,1,6/16/23,0.34,1
12186,11,7/30/23,1.82,11
12187,0,,,0
12188,7,8/1/23,1.02,7
12189,19,8/20/23,3.15,19
12190,10,8/13/23,1.52,10
12191,5,8/28/23,0.85,5
12192,7,7/24/23,1.16,7
12193,24,8/29/23,4.53,24
12194,1,5/29/23,0.29,1
12195,29,9/4/23,4.78,29
12196,12,9/4/23,1.76,12
12197,0,,,0
12198,5,7/30/23,1.43,5
12199,7,7/1/23,1.19,7
12200,8,8/21/23,1.32,8
12201,0,,,0
12202,9,8/11/23,1.32,9
12203,8,3/29/23,1.35,8
12204,13,9/4/23,1.92,13
12205,5,4/30/23,0.91,5
12206,24,6/25/23,3.53,24
12207,5,7/31/23,1.49,5
12208,0,,,0
12209,1,6/28/23,0.4,1
12210,14,8/23/23,2.06,14
12211,0,,,0
12212,8,7/18/23,1.33,8
12213,25,9/3/23,4.1,25
12214,1,4/17/23,0.2,1
12215,0,,,0
12216,0,,,0
12217,19,9/4/23,2.95,19
12218,22,9/3/23,4.49,22
12219,35,8/18/23,5.22,35
12220,5,5/29/23,0.82,5
12221,0,,,0
12222,0,,,0
12223,10,9/3/23,1.64,10
12224,11,8/27/23,1.78,11
12225,29,9/6/23,4.75,29
12226,19,8/6/23,2.81,19
12227,0,,,0
12228,6,6/4/23,1.02,6
12229,7,4/23/23,1.06,7
12230,3,8/25/23,0.74,3
12231,2,5/1/23,0.41,2
12232,4,3/27/23,0.59,4
12233,0,,,0
12234,2,4/1/23,0.33,2
12235,27,9/3/23,4.26,27
12236,0,,,0
12237,1,5/7/23,0.24,1
12238,0,,,0
12239,31,9/7/23,4.97,31
12240,15,8/20/23,2.36,15
12241,5,4/24/23,0.82,5
12242,6,6/24/23,0.96,6
12243,60,9/7/23,8.87,60
12244,9,5/28/23,1.36,9
12245,3,7/6/23,0.54,3
12246,18,8/6/23,2.7,18
12247,7,9/3/23,1.15,7
12248,24,7/31/23,3.75,24
12249,4,6/4/23,0.64,4
12250,3,8/4/23,0.51,3
12251,4,7/5/23,0.77,4
12252,4,4/17/23,0.6,4
12253,1,7/4/23,0.43,1
12254,5,8/13/23,0.85,5
12255,35,9/2/23,5.33,35
12256,9,9/1/23,1.51,9
12257,24,9/5/23,3.69,24
12258,20,8/13/23,2.96,20
12259,14,9/4/23,2.59,14
12260,1,5/7/23,0.23,1
12261,25,9/4/23,5.36,25
12262,14,9/3/23,2.49,14
12263,7,9/4/23,1.15,7
12264,15,8/27/23,2.47,15
12265,3,3/23/23,0.46,3
12266,38,9/3/23,6.23,38
12267,6,6/15/23,0.94,6
12268,2,5/7/23,0.41,2
12269,2,3/24/23,0.33,2
12270,0,,,0
12271,14,8/13/23,2.13,14
12272,7,5/23/23,1.15,7
12273,30,8/19/23,4.46,30
12274,2,5/5/23,0.34,2
12275,4,9/3/23,2.79,4
12276,27,8/10/23,4.13,27
12277,0,,,0
12278,0,,,0
12279,14,8/26/23,2.21,14
12280,6,7/28/23,1.07,6
12281,17,9/4/23,2.67,17
12282,21,9/4/23,3.6,21
12283,14,9/4/23,2.41,14
12284,13,6/28/23,2.01,13
12285,0,,,0
12286,0,,,0
12287,11,5/29/23,1.67,11
12288,35,9/3/23,5.77,35
12289,10,9/4/23,3.95,10
12290,2,5/16/23,0.38,2
12291,18,8/13/23,2.81,18
12292,15,9/4/23,2.57,15
12293,26,9/4/23,4.29,26
12294,2,4/16/23,0.33,2
12295,13,7/14/23,2.1,13
12296,4,4/23/23,0.71,4
12297,4,8/14/23,2.14,4
12298,7,5/21/23,1.14,7
12299,2,3/19/23,0.33,2
12300,0,,,0
12301,4,9/9/23,2.4,4
12302,0,,,0
12303,2,5/8/23,0.33,2
12304,2,8/19/23,0.45,2
12305,0,,,0
12306,0,,,0
12307,2,4/2/23,0.34,2
12308,28,8/18/23,4.26,28
12309,10,8/20/23,1.66,10
12310,25,8/3/23,4.19,25
12311,0,,,0
12312,22,8/6/23,3.47,22
12313,0,,,0
12314,1,7/17/23,0.54,1
12315,1,7/3/23,0.43,1
12316,3,8/13/23,0.53,3
12317,1,3/18/23,0.17,1
12318,14,8/16/23,2.27,14
12319,21,8/7/23,3.44,21
12320,13,9/7/23,2.13,13
12321,15,8/12/23,2.37,15
12322,7,8/27/23,1.24,7
12323,0,,,0
12324,4,5/28/23,0.66,4
12325,2,4/2/23,0.33,2
12326,0,,,0
12327,1,4/23/23,0.21,1
12328,0,,,0
12329,17,9/4/23,2.83,17
12330,39,8/31/23,6.09,39
12331,9,9/4/23,2.57,9
12332,2,3/17/23,0.33,2
12333,3,4/23/23,0.56,3
12334,11,8/21/23,2.19,11
12335,3,4/17/23,0.53,3
12336,0,,,0
12337,11,7/22/23,1.96,11
12338,0,,,0
12339,0,,,0
12340,0,,,0
12341,0,,,0
12342,5,9/4/23,0.79,5
12343,1,3/10/23,0.16,1
12344,6,7/23/23,0.98,6
12345,10,9/7/23,1.66,10
12346,14,8/7/23,2.37,14
12347,1,6/3/23,0.3,1
12348,2,5/31/23,0.44,2
12349,3,5/14/23,0.49,3
12350,4,7/30/23,0.67,4
12351,0,,,0
12352,6,8/14/23,0.94,6
12353,32,8/20/23,5.19,32
12354,14,9/4/23,2.2,14
12355,0,,,0
12356,0,,,0
12357,14,9/3/23,2.22,14
12358,2,7/31/23,0.36,2
12359,0,,,0
12360,0,,,0
12361,17,9/4/23,3.21,17
12362,2,6/5/23,0.41,2
12363,0,,,0
12364,14,8/18/23,2.32,14
12365,0,,,0
12366,0,,,0
12367,0,,,0
12368,1,5/7/23,0.24,1
12369,0,,,0
12370,0,,,0
12371,2,6/4/23,0.61,2
12372,0,,,0
12373,0,,,0
12374,4,7/29/23,0.94,4
12375,4,7/30/23,0.81,4
12376,1,3/14/23,0.17,1
12377,5,5/22/23,1.13,5
12378,11,6/17/23,1.79,11
12379,1,3/31/23,0.18,1
12380,9,8/6/23,1.48,9
12381,11,8/19/23,2.23,11
12382,14,8/13/23,2.16,14
12383,11,8/20/23,1.72,11
12384,13,7/30/23,2.14,13
12385,23,9/4/23,3.81,23
12386,0,,,0
12387,2,4/16/23,0.33,2
12388,31,9/7/23,4.89,31
12389,12,9/4/23,2.86,12
12390,0,,,0
12391,0,,,0
12392,0,,,0
12393,0,,,0
12394,1,5/30/23,0.29,1
12395,0,,,0
12396,0,,,0
12397,0,,,0
12398,9,6/26/23,1.49,9
12399,22,9/4/23,3.63,22
12400,16,8/4/23,2.54,16
12401,16,8/6/23,2.62,16
12402,15,8/25/23,3.54,15
12403,6,8/9/23,1.11,6
12404,6,8/4/23,1.1,6
12405,0,,,0
12406,18,9/8/23,3.02,18
12407,4,5/14/23,0.71,4
12408,2,5/7/23,0.41,2
12409,1,4/23/23,0.21,1
12410,0,,,0
12411,1,3/14/23,0.16,1
12412,0,,,0
12413,24,8/30/23,3.98,24
12414,2,4/9/23,0.31,2
12415,2,4/21/23,0.39,2
12416,11,9/3/23,2.41,11
12417,20,9/4/23,4.44,20
12418,12,9/2/23,2.05,12
12419,16,9/4/23,2.59,16
12420,6,9/4/23,1.22,6
12421,3,7/25/23,0.91,3
12422,12,8/19/23,1.94,12
12423,1,4/16/23,0.2,1
12424,19,9/5/23,3.13,19
12425,0,,,0
12426,11,8/31/23,1.8,11
12427,33,8/28/23,5.41,33
12428,3,8/6/23,0.58,3
12429,3,6/12/23,0.71,3
12430,4,8/1/23,0.75,4
12431,2,4/18/23,0.4,2
12432,4,5/7/23,0.65,4
12433,12,8/27/23,2,12
12434,18,8/21/23,3.07,18
12435,12,9/4/23,1.98,12
12436,14,9/4/23,2.28,14
12437,27,9/8/23,4.45,27
12438,5,9/4/23,1.06,5
12439,1,3/13/23,0.16,1
12440,0,,,0
12441,16,8/1/23,2.65,16
12442,1,4/30/23,0.22,1
12443,0,,,0
12444,19,9/8/23,3.35,19
12445,6,9/3/23,1.11,6
12446,14,8/27/23,2.35,14
12447,3,8/13/23,0.66,3
12448,1,8/13/23,1,1
12449,23,9/4/23,3.77,23
12450,17,8/27/23,5.26,17
12451,15,8/19/23,2.56,15
12452,10,8/19/23,1.75,10
12453,10,8/26/23,1.69,10
12454,2,9/5/23,2,2
12455,33,9/4/23,5.53,33
12456,21,7/31/23,3.46,21
12457,0,,,0
12458,13,9/4/23,2.27,13
12459,20,9/3/23,5,20
12460,23,8/19/23,3.83,23
12461,21,8/26/23,3.41,21
12462,0,,,0
12463,0,,,0
12464,11,8/27/23,1.78,11
12465,2,5/29/23,0.48,2
12466,4,5/27/23,0.68,4
12467,2,9/4/23,2,2
12468,1,6/17/23,0.35,1
12469,27,8/21/23,4.43,27
12470,20,8/13/23,3.28,20
12471,51,8/28/23,8.27,51
12472,23,8/20/23,3.94,23
12473,74,9/4/23,12.13,74
12474,23,8/22/23,3.85,23
12475,0,,,0
12476,19,8/6/23,3.11,19
12477,0,,,0
12478,3,6/8/23,0.71,3
12479,1,8/27/23,1,1
12480,22,8/21/23,3.63,22
12481,23,9/4/23,4.29,23
12482,30,8/21/23,5.03,30
12483,9,9/4/23,1.66,9
12484,0,,,0
12485,23,9/8/23,4.93,23
12486,4,6/2/23,0.66,4
12487,2,7/21/23,0.55,2
12488,3,5/16/23,0.5,3
12489,17,9/4/23,2.88,17
12490,0,,,0
12491,0,,,0
12492,19,8/24/23,3.15,19
12493,5,8/5/23,0.82,5
12494,5,6/22/23,0.83,5
12495,1,3/19/23,0.17,1
12496,0,,,0
12497,7,7/31/23,1.24,7
12498,0,,,0
12499,5,9/4/23,0.82,5
12500,1,7/2/23,0.42,1
12501,1,8/6/23,0.83,1
12502,21,9/6/23,3.58,21
12503,20,9/4/23,3.24,20
12504,0,,,0
12505,24,9/4/23,4.02,24
12506,1,7/30/23,0.7,1
12507,1,6/11/23,0.33,1
12508,6,7/30/23,1.06,6
12509,0,,,0
12510,2,7/9/23,0.77,2
12511,52,8/29/23,8.67,52
12512,0,,,0
12513,14,9/4/23,2.61,14
12514,5,9/5/23,1.52,5
12515,44,9/4/23,7.21,44
12516,2,4/15/23,0.34,2
12517,4,8/1/23,0.75,4
12518,13,6/25/23,2.14,13
12519,17,8/31/23,2.88,17
12520,13,9/8/23,2.48,13
12521,16,9/4/23,2.61,16
12522,3,4/18/23,0.54,3
12523,41,9/3/23,6.8,41
12524,0,,,0
12525,0,,,0
12526,13,8/20/23,2.18,13
12527,2,4/16/23,0.36,2
12528,6,7/23/23,1.02,6
12529,5,5/21/23,1.02,5
12530,8,8/29/23,1.89,8
12531,0,,,0
12532,23,9/9/23,3.77,23
12533,23,8/15/23,3.88,23
12534,20,8/28/23,3.39,20
12535,0,,,0
12536,34,9/8/23,6.04,34
12537,23,8/27/23,3.9,23
12538,3,6/3/23,0.65,3
12539,1,3/12/23,0.16,1
12540,1,5/19/23,0.26,1
12541,12,8/21/23,2.13,12
12542,10,8/20/23,1.75,10
12543,9,5/29/23,1.47,9
12544,30,9/3/23,5.11,30
12545,11,8/15/23,1.94,11
12546,21,9/4/23,3.44,21
12547,38,9/4/23,6.44,38
12548,0,,,0
12549,0,,,0
12550,3,7/24/23,1.06,3
12551,1,5/12/23,0.25,1
12552,6,8/20/23,1.07,6
12553,40,9/4/23,7.32,40
12554,1,6/11/23,0.32,1
12555,0,,,0
12556,3,4/16/23,0.5,3
12557,0,,,0
12558,5,4/2/23,0.82,5
12559,3,4/2/23,0.51,3
12560,2,3/16/23,0.33,2
12561,3,4/2/23,0.51,3
12562,0,,,0
12563,31,8/21/23,5.92,31
12564,1,3/25/23,0.18,1
12565,26,8/16/23,4.29,26
12566,12,9/1/23,3.46,12
12567,0,,,0
12568,13,9/4/23,2.22,13
12569,0,,,0
12570,22,8/20/23,4.46,22
12571,4,7/4/23,0.66,4
12572,4,4/24/23,0.71,4
12573,0,,,0
12574,6,9/7/23,2.81,6
12575,4,9/4/23,2.22,4
12576,1,5/16/23,0.25,1
12577,6,8/6/23,1.22,6
12578,15,8/13/23,3.54,15
12579,16,8/27/23,2.68,16
12580,1,6/12/23,0.33,1
12581,0,,,0
12582,0,,,0
12583,0,,,0
12584,0,,,0
12585,0,,,0
12586,0,,,0
12587,0,,,0
12588,0,,,0
12589,0,,,0
12590,0,,,0
12591,0,,,0
12592,0,,,0
12593,0,,,0
12594,0,,,0
12595,0,,,0
12596,0,,,0
12597,0,,,0
12598,0,,,0
12599,0,,,0
12600,0,,,0
12601,1,6/8/23,0.32,1
12602,0,,,0
12603,1,9/3/23,1,1
12604,0,,,0
12605,0,,,0
12606,0,,,0
12607,0,,,0
12608,0,,,0
12609,0,,,0
12610,0,,,0
12611,0,,,0
12612,0,,,0
12613,3,5/6/23,0.56,3
12614,3,5/7/23,0.61,3
12615,18,8/26/23,3.07,18
12616,23,8/31/23,3.85,23
12617,14,9/2/23,2.35,14
12618,0,,,0
12619,27,8/31/23,5.16,27
12620,0,,,0
12621,0,,,0
12622,1,3/26/23,0.18,1
12623,0,,,0
12624,7,7/9/23,1.51,7
12625,1,3/19/23,0.17,1
12626,4,8/13/23,1.14,4
12627,16,8/12/23,2.84,16
12628,0,,,0
12629,3,6/11/23,0.51,3
12630,1,7/30/23,0.7,1
12631,7,8/13/23,1.94,7
12632,3,8/18/23,0.55,3
12633,29,9/3/23,4.89,29
12634,4,4/24/23,0.69,4
12635,0,,,0
12636,0,,,0
12637,6,5/29/23,1.23,6
12638,6,6/8/23,1.02,6
12639,10,9/4/23,1.7,10
12640,1,4/30/23,0.22,1
12641,14,7/27/23,2.39,14
12642,0,,,0
12643,1,4/16/23,0.2,1
12644,2,6/11/23,0.41,2
12645,22,7/24/23,3.75,22
12646,0,,,0
12647,14,7/22/23,2.46,14
12648,13,8/1/23,2.22,13
12649,3,8/20/23,0.55,3
12650,6,9/4/23,3.16,6
12651,5,6/23/23,0.89,5
12652,2,6/23/23,0.72,2
12653,0,,,0
12654,0,,,0
12655,17,8/5/23,3,17
12656,3,6/25/23,0.6,3
12657,4,5/30/23,0.74,4
12658,4,7/30/23,1.14,4
12659,0,,,0
12660,2,8/6/23,0.95,2
12661,1,4/26/23,0.22,1
12662,12,8/13/23,2.43,12
12663,0,,,0
12664,1,4/16/23,0.2,1
12665,34,9/4/23,6.3,34
12666,10,7/2/23,1.86,10
12667,11,9/4/23,3.33,11
12668,16,9/1/23,3.38,16
12669,1,8/27/23,1,1
12670,1,4/28/23,0.22,1
12671,9,6/19/23,1.72,9
12672,23,9/5/23,4.93,23
12673,7,5/5/23,1.21,7
12674,0,,,0
12675,5,8/14/23,1.52,5
12676,0,,,0
12677,2,6/28/23,0.53,2
12678,14,8/19/23,2.49,14
12679,34,9/4/23,6.3,34
12680,36,9/6/23,8.18,36
12681,1,5/8/23,0.24,1
12682,0,,,0
12683,0,,,0
12684,4,4/28/23,0.75,4
12685,9,9/4/23,1.85,9
12686,10,7/30/23,2.01,10
12687,15,8/23/23,2.63,15
12688,23,9/3/23,4.08,23
12689,9,7/30/23,2.13,9
12690,11,8/4/23,2,11
12691,16,6/21/23,2.87,16
12692,10,8/14/23,1.76,10
12693,17,8/21/23,3,17
12694,3,9/3/23,1.27,3
12695,14,9/4/23,3.07,14
12696,0,,,0
12697,14,8/21/23,3.31,14
12698,10,9/3/23,2.19,10
12699,8,8/28/23,1.68,8
12700,0,,,0
12701,0,,,0
12702,16,8/8/23,2.89,16
12703,0,,,0
12704,18,8/13/23,3.18,18
12705,18,9/4/23,3.7,18
12706,0,,,0
12707,21,8/27/23,3.73,21
12708,14,9/3/23,2.76,14
12709,7,5/29/23,1.42,7
12710,0,,,0
12711,0,,,0
12712,14,9/5/23,3.72,14
12713,0,,,0
12714,8,8/12/23,1.75,8
12715,6,8/24/23,3.1,6
12716,0,,,0
12717,55,9/7/23,10.31,55
12718,0,,,0
12719,0,,,0
12720,0,,,0
12721,0,,,0
12722,0,,,0
12723,0,,,0
12724,0,,,0
12725,0,,,0
12726,1,5/29/23,0.29,1
12727,0,,,0
12728,0,,,0
12729,1,7/16/23,0.53,1
12730,0,,,0
12731,2,7/31/23,1.03,2
12732,7,7/30/23,1.3,7
12733,1,5/29/23,0.29,1
12734,0,,,0
12735,30,8/19/23,5.84,30
12736,7,5/14/23,1.29,7
12737,0,,,0
12738,1,4/30/23,0.22,1
12739,5,7/23/23,1.18,5
12740,1,6/17/23,0.35,1
12741,5,5/29/23,1.06,5
12742,0,,,0
12743,0,,,0
12744,3,6/11/23,0.61,3
12745,14,8/27/23,2.59,14
12746,26,9/3/23,4.76,26
12747,36,8/31/23,6.84,36
12748,33,9/4/23,6.69,33
12749,0,,,0
12750,0,,,0
12751,0,,,0
12752,18,9/3/23,3.65,18
12753,0,,,0
12754,0,,,0
12755,3,9/3/23,1.53,3
12756,0,,,0
12757,1,4/16/23,0.2,1
12758,11,8/23/23,2.84,11
12759,0,,,0
12760,0,,,0
12761,1,4/29/23,0.22,1
12762,4,5/7/23,0.78,4
12763,14,8/6/23,2.53,14
12764,21,8/10/23,3.8,21
12765,0,,,0
12766,5,7/23/23,0.96,5
12767,23,8/13/23,4.45,23
12768,1,4/17/23,0.2,1
12769,24,9/5/23,4.93,24
12770,32,9/2/23,5.93,32
12771,2,7/23/23,0.65,2
12772,0,,,0
12773,9,9/4/23,1.8,9
12774,0,,,0
12775,15,8/21/23,3.1,15
12776,0,,,0
12777,21,9/7/23,5.04,21
12778,16,9/4/23,4.1,16
12779,0,,,0
12780,0,,,0
12781,0,,,0
12782,0,,,0
12783,0,,,0
12784,0,,,0
12785,0,,,0
12786,0,,,0
12787,0,,,0
12788,0,,,0
12789,0,,,0
12790,0,,,0
12791,0,,,0
12792,0,,,0
12793,0,,,0
12794,0,,,0
12795,0,,,0
12796,0,,,0
12797,0,,,0
12798,0,,,0
12799,0,,,0
12800,0,,,0
12801,0,,,0
12802,1,6/17/23,0.35,1
12803,10,9/3/23,1.85,10
12804,4,7/2/23,1.28,4
12805,2,7/24/23,0.79,2
12806,7,9/8/23,1.65,7
12807,0,,,0
12808,0,,,0
12809,0,,,0
12810,0,,,0
12811,2,7/23/23,0.77,2
12812,0,,,0
12813,4,7/11/23,0.77,4
12814,16,8/21/23,3.22,16
12815,28,9/4/23,5.83,28
12816,4,7/10/23,0.81,4
12817,10,9/1/23,2.46,10
12818,4,7/8/23,0.77,4
12819,1,4/17/23,0.2,1
12820,12,9/3/23,2.45,12
12821,2,7/28/23,0.5,2
12822,4,9/3/23,1.67,4
12823,1,7/31/23,0.71,1
12824,6,8/19/23,1.84,6
12825,3,7/31/23,0.87,3
12826,0,,,0
12827,0,,,0
12828,5,7/10/23,1.01,5
12829,0,,,0
12830,2,8/25/23,1.43,2
12831,9,8/27/23,1.84,9
12832,10,8/20/23,2.36,10
12833,3,5/31/23,0.71,3
12834,2,9/4/23,0.61,2
12835,8,6/25/23,1.7,8
12836,9,8/27/23,4.22,9
12837,3,5/5/23,0.64,3
12838,1,4/24/23,0.21,1
12839,6,9/4/23,3.16,6
12840,6,7/9/23,1.22,6
12841,16,8/26/23,4,16
12842,13,9/4/23,3.07,13
12843,4,7/9/23,0.94,4
12844,8,7/21/23,1.61,8
12845,1,4/20/23,0.21,1
12846,1,9/4/23,1,1
12847,1,5/7/23,0.24,1
12848,0,,,0
12849,1,5/11/23,0.24,1
12850,7,7/22/23,1.42,7
12851,0,,,0
12852,4,9/5/23,1.26,4
12853,0,,,0
12854,2,5/15/23,0.45,2
12855,2,5/26/23,0.51,2
12856,10,8/27/23,2.03,10
12857,5,7/1/23,1.02,5
12858,13,8/27/23,2.77,13
12859,24,9/6/23,4.86,24
12860,0,,,0
12861,2,7/22/23,0.64,2
12862,4,8/22/23,1,4
12863,4,8/20/23,0.86,4
12864,0,,,0
12865,2,8/27/23,2,2
12866,11,9/3/23,2.23,11
12867,4,8/21/23,0.89,4
12868,4,6/11/23,0.89,4
12869,0,,,0
12870,8,9/6/23,1.61,8
12871,1,4/23/23,0.21,1
12872,0,,,0
12873,0,,,0
12874,2,6/3/23,0.47,2
12875,2,7/21/23,0.73,2
12876,2,9/5/23,0.42,2
12877,1,7/3/23,0.43,1
12878,0,,,0
12879,10,8/20/23,2.03,10
12880,1,4/17/23,0.2,1
12881,9,8/5/23,2.23,9
12882,36,8/22/23,7.3,36
12883,2,8/29/23,1.05,2
12884,12,8/27/23,2.43,12
12885,36,8/20/23,7.3,36
12886,3,8/23/23,0.6,3
12887,6,7/30/23,1.22,6
12888,0,,,0
12889,14,9/4/23,2.98,14
12890,20,9/8/23,4.29,20
12891,12,8/13/23,2.42,12
12892,0,,,0
12893,5,7/28/23,1.11,5
12894,31,8/31/23,6.16,31
12895,0,,,0
12896,0,,,0
12897,0,,,0
12898,0,,,0
12899,0,,,0
12900,7,7/21/23,1.86,7
12901,1,6/30/23,0.41,1
12902,0,,,0
12903,0,,,0
12904,0,,,0
12905,0,,,0
12906,0,,,0
12907,0,,,0
12908,0,,,0
12909,0,,,0
12910,0,,,0
12911,0,,,0
12912,0,,,0
12913,0,,,0
12914,0,,,0
12915,1,8/6/23,0.83,1
12916,0,,,0
12917,0,,,0
12918,1,6/11/23,0.33,1
12919,1,5/26/23,0.28,1
12920,0,,,0
12921,1,6/24/23,0.38,1
12922,0,,,0
12923,0,,,0
12924,0,,,0
12925,0,,,0
12926,22,8/27/23,4.68,22
12927,3,7/30/23,1.29,3
12928,1,5/10/23,0.24,1
12929,4,7/4/23,1.14,4
12930,28,8/27/23,5.71,28
12931,0,,,0
12932,5,7/31/23,1.01,5
12933,5,5/28/23,1.01,5
12934,1,6/12/23,0.33,1
12935,18,8/25/23,3.88,18
12936,0,,,0
12937,10,9/8/23,2.22,10
12938,6,8/6/23,1.41,6
12939,5,7/16/23,1.06,5
12940,11,8/20/23,2.34,11
12941,23,8/25/23,4.66,23
12942,0,,,0
12943,0,,,0
12944,0,,,0
12945,0,,,0
12946,0,,,0
12947,0,,,0
12948,11,7/31/23,2.58,11
12949,13,8/7/23,2.64,13
12950,21,9/4/23,4.47,21
12951,18,9/4/23,3.67,18
12952,0,,,0
12953,1,7/23/23,0.6,1
12954,7,7/17/23,1.47,7
12955,0,,,0
12956,0,,,0
12957,0,,,0
12958,7,8/27/23,1.94,7
12959,40,8/23/23,8.89,40
12960,5,8/6/23,1.06,5
12961,2,7/25/23,1.05,2
12962,2,8/13/23,0.49,2
12963,0,,,0
12964,0,,,0
12965,7,7/31/23,1.44,7
12966,3,7/5/23,0.85,3
12967,0,,,0
12968,1,7/29/23,0.68,1
12969,2,6/9/23,0.47,2
12970,1,5/13/23,0.25,1
12971,7,6/28/23,1.57,7
12972,2,7/31/23,0.56,2
12973,9,8/23/23,2.01,9
12974,0,,,0
12975,1,7/31/23,0.7,1
12976,2,5/27/23,0.43,2
12977,0,,,0
12978,3,8/15/23,0.68,3
12979,0,,,0
12980,8,7/30/23,1.97,8
12981,9,9/2/23,4.58,9
12982,0,,,0
12983,0,,,0
12984,0,,,0
12985,6,8/26/23,1.25,6
12986,15,8/27/23,3.38,15
12987,1,5/12/23,0.25,1
12988,1,6/9/23,0.32,1
12989,1,5/31/23,0.29,1
12990,5,8/4/23,1.67,5
12991,0,,,0
12992,13,8/27/23,3.25,13
12993,0,,,0
12994,4,9/4/23,0.86,4
12995,14,8/10/23,2.98,14
12996,1,8/28/23,1,1
12997,1,9/3/23,1,1
12998,2,7/2/23,0.65,2
12999,3,7/27/23,0.63,3
13000,8,9/2/23,2.82,8
13001,0,,,0
13002,0,,,0
13003,15,9/4/23,3.57,15
13004,3,6/25/23,0.65,3
13005,0,,,0
13006,0,,,0
13007,1,6/4/23,0.3,1
13008,0,,,0
13009,0,,,0
13010,3,7/24/23,0.81,3
13011,7,8/25/23,1.48,7
13012,7,9/3/23,1.57,7
13013,1,4/30/23,0.22,1
13014,0,,,0
13015,16,9/6/23,3.4,16
13016,5,8/5/23,2.24,5
13017,0,,,0
13018,7,9/4/23,3.28,7
13019,17,9/9/23,3.86,17
13020,15,9/4/23,3.36,15
13021,9,7/31/23,2,9
13022,13,8/27/23,2.91,13
13023,0,,,0
13024,21,9/5/23,5.25,21
13025,0,,,0
13026,10,8/22/23,2.48,10
13027,4,9/2/23,0.86,4
13028,30,8/27/23,6.72,30
13029,0,,,0
13030,0,,,0
13031,0,,,0
13032,0,,,0
13033,0,,,0
13034,0,,,0
13035,0,,,0
13036,0,,,0
13037,0,,,0
13038,0,,,0
13039,19,9/4/23,4.75,19
13040,0,,,0
13041,8,9/3/23,1.89,8
13042,0,,,0
13043,0,,,0
13044,3,9/6/23,0.88,3
13045,11,8/23/23,3.14,11
13046,3,7/30/23,0.71,3
13047,0,,,0
13048,44,9/4/23,9.71,44
13049,5,8/27/23,2.21,5
13050,10,6/22/23,2.22,10
13051,13,8/22/23,3.07,13
13052,9,7/23/23,2.01,9
13053,0,,,0
13054,1,5/20/23,0.26,1
13055,4,8/27/23,2.45,4
13056,10,9/3/23,2.56,10
13057,0,,,0
13058,0,,,0
13059,1,8/27/23,1,1
13060,0,,,0
13061,17,8/27/23,4.4,17
13062,12,8/29/23,4.39,12
13063,4,6/11/23,0.97,4
13064,1,5/13/23,0.25,1
13065,0,,,0
13066,1,5/31/23,0.29,1
13067,0,,,0
13068,0,,,0
13069,0,,,0
13070,7,7/28/23,1.88,7
13071,7,7/14/23,1.76,7
13072,8,8/17/23,1.83,8
13073,13,8/27/23,3.45,13
